time,open,high,low,close,volume,amount
2021-01-04 09:45:00,250.633528,254.925198,250.62494466,254.8822813,3488329,1029498208.0
2021-01-04 10:00:00,254.925198,255.354365,253.97244726,255.3114483,2450238,727564544.0
2021-01-04 10:15:00,255.2685316,255.8693654,255.1826982,255.2685316,1999392,595349392.0
2021-01-04 10:30:00,255.19986488,256.00669884,255.1826982,256.00669884,1113470,331795440.0
2021-01-04 10:45:00,256.02386552,256.9422829,255.25136492,255.354365,1659300,495395872.0
2021-01-04 11:00:00,255.33719832,256.5131159,255.33719832,256.2985324,912954,272313856.0
2021-01-04 11:15:00,256.2985324,256.92511622,256.23844902,256.63328266,1156962,346030720.0
2021-01-04 11:30:00,256.641866,257.25128314,256.641866,257.1568664,1196823,358348960.0
2021-01-04 13:15:00,257.13969972,257.5002,255.79211534,255.89511542,1659048,497031648.0
2021-01-04 13:30:00,255.92944878,256.99378294,255.89511542,256.99378294,1071742,320361216.0
2021-01-04 13:45:00,256.95944958,257.071033,256.3843658,256.77919944,1110090,332088064.0
2021-01-04 14:00:00,256.77919944,256.86503284,255.783532,256.04961554,981611,293018880.0
2021-01-04 14:15:00,256.13544894,256.16119896,255.08828146,255.08828146,1097916,327067136.0
2021-01-04 14:30:00,255.0539481,255.68911526,254.925198,255.6547819,1080332,321285376.0
2021-01-04 14:45:00,255.64619856,256.09253224,255.53461514,256.0839489,1146259,341518848.0
2021-01-04 15:00:00,256.0839489,256.0839489,255.63761522,255.8264487,1303356,388446976.0
2021-01-05 09:45:00,255.0968648,261.8777034,252.779363,261.80903668,4629179,1386006912.0
2021-01-05 10:00:00,261.8777034,262.62445398,260.35845222,262.22962034,2796544,852015552.0
2021-01-05 10:15:00,262.221037,270.10912646,262.221037,269.95462634,3460606,1072459232.0
2021-01-05 10:30:00,270.17779318,271.13054392,267.9289581,268.4868752,3264516,1025983456.0
2021-01-05 10:45:00,268.58987528,271.16487728,268.58987528,270.37521,1725574,543731456.0
2021-01-05 11:00:00,270.35804332,271.662711,269.03620896,269.23362578,2015623,634790656.0
2021-01-05 11:15:00,269.3452092,269.516876,266.7702072,267.70579126,2039976,637193472.0
2021-01-05 11:30:00,267.70579126,269.3881259,267.5427078,269.3881259,886751,277108224.0
2021-01-05 13:15:00,269.40529258,270.64987688,268.32379174,270.6327102,1150946,361481984.0
2021-01-05 13:30:00,270.6327102,270.7614603,270.0318764,270.6756269,1034841,326054656.0
2021-01-05 13:45:00,270.6756269,271.662711,269.92887632,271.22496066,1182900,373341952.0
2021-01-05 14:00:00,271.233544,271.99746126,271.233544,271.80004444,1016493,321696512.0
2021-01-05 14:15:00,271.80862778,271.86012782,270.2893766,271.662711,1001451,316146688.0
2021-01-05 14:30:00,271.64554432,273.44804572,271.55112758,273.40512902,1449273,459873536.0
2021-01-05 14:45:00,273.44804572,274.39221312,273.44804572,273.9372961,1430031,456415488.0
2021-01-05 15:00:00,273.96304612,274.64971332,273.09612878,274.64971332,2375929,758365952.0
2021-01-06 09:45:00,274.7956301,284.43472092,274.7956301,284.3231375,6157595,2011291920.0
2021-01-06 10:00:00,284.537721,288.10839044,283.06996986,283.06996986,4602515,1533786688.0
2021-01-06 10:15:00,283.04421984,284.966888,280.246051,283.91113718,2768855,910572208.0
2021-01-06 10:30:00,283.83388712,283.83388712,280.4177178,281.48205196,1523177,499623680.0
2021-01-06 10:45:00,281.49921864,281.533552,277.56804892,277.56804892,1597158,521060096.0
2021-01-06 11:00:00,277.671049,277.671049,272.76996186,273.01887872,3156310,1012054272.0
2021-01-06 11:15:00,272.96737868,278.95855,272.950212,277.52513222,1675127,538358016.0
2021-01-06 11:30:00,277.5422989,277.55946558,274.3235464,274.54671324,1205911,386428928.0
2021-01-06 13:15:00,274.50379654,278.95855,274.33212974,276.79554832,1266888,408860160.0
2021-01-06 13:30:00,276.7268816,276.7268816,275.19046374,275.9114643,781443,251250176.0
